fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct
20097,KS,Kansas,Kiowa,Current asthma among adults,Age-adjusted prevalence,10.0
20111,KS,Kansas,Lyon,Current asthma among adults,Age-adjusted prevalence,9.9
23011,ME,Maine,Kennebec,Current asthma among adults,Age-adjusted prevalence,12.6
24039,MD,Maryland,Somerset,Current asthma among adults,Age-adjusted prevalence,11.6
22023,LA,Louisiana,Cameron,Current asthma among adults,Age-adjusted prevalence,9.9
20127,KS,Kansas,Morris,Current asthma among adults,Age-adjusted prevalence,10.2
23007,ME,Maine,Franklin,Current asthma among adults,Age-adjusted prevalence,13.4
20081,KS,Kansas,Haskell,Current asthma among adults,Age-adjusted prevalence,10.0
22053,LA,Louisiana,Jefferson Davis,Current asthma among adults,Age-adjusted prevalence,10.4
22033,LA,Louisiana,East Baton Rouge,Current asthma among adults,Age-adjusted prevalence,10.3
20179,KS,Kansas,Sheridan,Current asthma among adults,Age-adjusted prevalence,10.1
22017,LA,Louisiana,Caddo,Current asthma among adults,Age-adjusted prevalence,10.9
20143,KS,Kansas,Ottawa,Current asthma among adults,Age-adjusted prevalence,10.1
22071,LA,Louisiana,Orleans,Current asthma among adults,Age-adjusted prevalence,10.6
26023,MI,Michigan,Branch,Current asthma among adults,Age-adjusted prevalence,11.7
22101,LA,Louisiana,St. Mary,Current asthma among adults,Age-adjusted prevalence,10.8
20129,KS,Kansas,Morton,Current asthma among adults,Age-adjusted prevalence,10.1
20113,KS,Kansas,McPherson,Current asthma among adults,Age-adjusted prevalence,10.1
24510,MD,Maryland,Baltimore,Current asthma among adults,Age-adjusted prevalence,12.7
20091,KS,Kansas,Johnson,Current asthma among adults,Age-adjusted prevalence,9.4
24045,MD,Maryland,Wicomico,Current asthma among adults,Age-adjusted prevalence,11.1
20133,KS,Kansas,Neosho,Current asthma among adults,Age-adjusted prevalence,10.4
20175,KS,Kansas,Seward,Current asthma among adults,Age-adjusted prevalence,9.1
20101,KS,Kansas,Lane,Current asthma among adults,Age-adjusted prevalence,10.3
20161,KS,Kansas,Riley,Current asthma among adults,Age-adjusted prevalence,10.1
22091,LA,Louisiana,St. Helena,Current asthma among adults,Age-adjusted prevalence,11.5
26005,MI,Michigan,Allegan,Current asthma among adults,Age-adjusted prevalence,11.1
26001,MI,Michigan,Alcona,Current asthma among adults,Age-adjusted prevalence,11.7
25009,MA,Massachusetts,Essex,Current asthma among adults,Age-adjusted prevalence,11.5
22005,LA,Louisiana,Ascension,Current asthma among adults,Age-adjusted prevalence,9.7
26035,MI,Michigan,Clare,Current asthma among adults,Age-adjusted prevalence,12.3
25023,MA,Massachusetts,Plymouth,Current asthma among adults,Age-adjusted prevalence,12.1
24037,MD,Maryland,St. Mary's,Current asthma among adults,Age-adjusted prevalence,10.7
20147,KS,Kansas,Phillips,Current asthma among adults,Age-adjusted prevalence,10.4
24029,MD,Maryland,Kent,Current asthma among adults,Age-adjusted prevalence,10.9
23029,ME,Maine,Washington,Current asthma among adults,Age-adjusted prevalence,13.5
22019,LA,Louisiana,Calcasieu,Current asthma among adults,Age-adjusted prevalence,10.3
20185,KS,Kansas,Stafford,Current asthma among adults,Age-adjusted prevalence,10.2
22105,LA,Louisiana,Tangipahoa,Current asthma among adults,Age-adjusted prevalence,10.5
20193,KS,Kansas,Thomas,Current asthma among adults,Age-adjusted prevalence,10.0
20123,KS,Kansas,Mitchell,Current asthma among adults,Age-adjusted prevalence,10.3
23015,ME,Maine,Lincoln,Current asthma among adults,Age-adjusted prevalence,12.4
20095,KS,Kansas,Kingman,Current asthma among adults,Age-adjusted prevalence,10.3
22039,LA,Louisiana,Evangeline,Current asthma among adults,Age-adjusted prevalence,11.0
20199,KS,Kansas,Wallace,Current asthma among adults,Age-adjusted prevalence,10.3
22097,LA,Louisiana,St. Landry,Current asthma among adults,Age-adjusted prevalence,11.2
20207,KS,Kansas,Woodson,Current asthma among adults,Age-adjusted prevalence,10.4
22049,LA,Louisiana,Jackson,Current asthma among adults,Age-adjusted prevalence,10.6
22013,LA,Louisiana,Bienville,Current asthma among adults,Age-adjusted prevalence,11.4
22041,LA,Louisiana,Franklin,Current asthma among adults,Age-adjusted prevalence,11.3
23019,ME,Maine,Penobscot,Current asthma among adults,Age-adjusted prevalence,13.4
25015,MA,Massachusetts,Hampshire,Current asthma among adults,Age-adjusted prevalence,12.1
22099,LA,Louisiana,St. Martin,Current asthma among adults,Age-adjusted prevalence,10.6
20201,KS,Kansas,Washington,Current asthma among adults,Age-adjusted prevalence,9.9
20085,KS,Kansas,Jackson,Current asthma among adults,Age-adjusted prevalence,10.4
20115,KS,Kansas,Marion,Current asthma among adults,Age-adjusted prevalence,10.2
22061,LA,Louisiana,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.8
22031,LA,Louisiana,De Soto,Current asthma among adults,Age-adjusted prevalence,11.0
24035,MD,Maryland,Queen Anne's,Current asthma among adults,Age-adjusted prevalence,10.0
20153,KS,Kansas,Rawlins,Current asthma among adults,Age-adjusted prevalence,10.4
23023,ME,Maine,Sagadahoc,Current asthma among adults,Age-adjusted prevalence,12.5
22127,LA,Louisiana,Winn,Current asthma among adults,Age-adjusted prevalence,10.3
22047,LA,Louisiana,Iberville,Current asthma among adults,Age-adjusted prevalence,10.7
20155,KS,Kansas,Reno,Current asthma among adults,Age-adjusted prevalence,10.3
20137,KS,Kansas,Norton,Current asthma among adults,Age-adjusted prevalence,9.8
20205,KS,Kansas,Wilson,Current asthma among adults,Age-adjusted prevalence,10.6
20099,KS,Kansas,Labette,Current asthma among adults,Age-adjusted prevalence,10.9
24041,MD,Maryland,Talbot,Current asthma among adults,Age-adjusted prevalence,10.6
22083,LA,Louisiana,Richland,Current asthma among adults,Age-adjusted prevalence,11.1
20167,KS,Kansas,Russell,Current asthma among adults,Age-adjusted prevalence,10.7
22045,LA,Louisiana,Iberia,Current asthma among adults,Age-adjusted prevalence,10.8
20159,KS,Kansas,Rice,Current asthma among adults,Age-adjusted prevalence,10.0
26009,MI,Michigan,Antrim,Current asthma among adults,Age-adjusted prevalence,11.2
22075,LA,Louisiana,Plaquemines,Current asthma among adults,Age-adjusted prevalence,9.9
20163,KS,Kansas,Rooks,Current asthma among adults,Age-adjusted prevalence,10.1
22089,LA,Louisiana,St. Charles,Current asthma among adults,Age-adjusted prevalence,9.9
24033,MD,Maryland,Prince George's,Current asthma among adults,Age-adjusted prevalence,11.5
22093,LA,Louisiana,St. James,Current asthma among adults,Age-adjusted prevalence,10.7
20145,KS,Kansas,Pawnee,Current asthma among adults,Age-adjusted prevalence,9.8
22095,LA,Louisiana,St. John the Baptist,Current asthma among adults,Age-adjusted prevalence,10.7
20107,KS,Kansas,Linn,Current asthma among adults,Age-adjusted prevalence,10.3
26027,MI,Michigan,Cass,Current asthma among adults,Age-adjusted prevalence,11.8
25005,MA,Massachusetts,Bristol,Current asthma among adults,Age-adjusted prevalence,12.7
23003,ME,Maine,Aroostook,Current asthma among adults,Age-adjusted prevalence,13.6
24047,MD,Maryland,Worcester,Current asthma among adults,Age-adjusted prevalence,10.4
20197,KS,Kansas,Wabaunsee,Current asthma among adults,Age-adjusted prevalence,10.1
24025,MD,Maryland,Harford,Current asthma among adults,Age-adjusted prevalence,10.2
20093,KS,Kansas,Kearny,Current asthma among adults,Age-adjusted prevalence,9.7
22079,LA,Louisiana,Rapides,Current asthma among adults,Age-adjusted prevalence,10.7
24001,MD,Maryland,Allegany,Current asthma among adults,Age-adjusted prevalence,11.4
22027,LA,Louisiana,Claiborne,Current asthma among adults,Age-adjusted prevalence,11.1
23025,ME,Maine,Somerset,Current asthma among adults,Age-adjusted prevalence,13.7
25019,MA,Massachusetts,Nantucket,Current asthma among adults,Age-adjusted prevalence,10.8
26031,MI,Michigan,Cheboygan,Current asthma among adults,Age-adjusted prevalence,11.9
20149,KS,Kansas,Pottawatomie,Current asthma among adults,Age-adjusted prevalence,9.8
22037,LA,Louisiana,East Feliciana,Current asthma among adults,Age-adjusted prevalence,10.1
22025,LA,Louisiana,Catahoula,Current asthma among adults,Age-adjusted prevalence,10.7
20089,KS,Kansas,Jewell,Current asthma among adults,Age-adjusted prevalence,10.5
22111,LA,Louisiana,Union,Current asthma among adults,Age-adjusted prevalence,10.7
20105,KS,Kansas,Lincoln,Current asthma among adults,Age-adjusted prevalence,10.4
22115,LA,Louisiana,Vernon,Current asthma among adults,Age-adjusted prevalence,10.0
22057,LA,Louisiana,Lafourche,Current asthma among adults,Age-adjusted prevalence,10.2
20103,KS,Kansas,Leavenworth,Current asthma among adults,Age-adjusted prevalence,10.0
20189,KS,Kansas,Stevens,Current asthma among adults,Age-adjusted prevalence,10.1
24019,MD,Maryland,Dorchester,Current asthma among adults,Age-adjusted prevalence,11.7
20203,KS,Kansas,Wichita,Current asthma among adults,Age-adjusted prevalence,9.6
22073,LA,Louisiana,Ouachita,Current asthma among adults,Age-adjusted prevalence,10.9
25027,MA,Massachusetts,Worcester,Current asthma among adults,Age-adjusted prevalence,12.1
20157,KS,Kansas,Republic,Current asthma among adults,Age-adjusted prevalence,10.4
20073,KS,Kansas,Greenwood,Current asthma among adults,Age-adjusted prevalence,10.5
22011,LA,Louisiana,Beauregard,Current asthma among adults,Age-adjusted prevalence,10.3
24015,MD,Maryland,Cecil,Current asthma among adults,Age-adjusted prevalence,10.5
26007,MI,Michigan,Alpena,Current asthma among adults,Age-adjusted prevalence,12.1
22059,LA,Louisiana,LaSalle,Current asthma among adults,Age-adjusted prevalence,9.7
20125,KS,Kansas,Montgomery,Current asthma among adults,Age-adjusted prevalence,10.8
25003,MA,Massachusetts,Berkshire,Current asthma among adults,Age-adjusted prevalence,12.2
22125,LA,Louisiana,West Feliciana,Current asthma among adults,Age-adjusted prevalence,9.1
23031,ME,Maine,York,Current asthma among adults,Age-adjusted prevalence,12.8
22043,LA,Louisiana,Grant,Current asthma among adults,Age-adjusted prevalence,9.8
25017,MA,Massachusetts,Middlesex,Current asthma among adults,Age-adjusted prevalence,11.1
20141,KS,Kansas,Osborne,Current asthma among adults,Age-adjusted prevalence,10.3
20087,KS,Kansas,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.0
24003,MD,Maryland,Anne Arundel,Current asthma among adults,Age-adjusted prevalence,10.0
22109,LA,Louisiana,Terrebonne,Current asthma among adults,Age-adjusted prevalence,10.4
20209,KS,Kansas,Wyandotte,Current asthma among adults,Age-adjusted prevalence,10.0
23013,ME,Maine,Knox,Current asthma among adults,Age-adjusted prevalence,12.1
22119,LA,Louisiana,Webster,Current asthma among adults,Age-adjusted prevalence,11.3
22029,LA,Louisiana,Concordia,Current asthma among adults,Age-adjusted prevalence,11.2
20109,KS,Kansas,Logan,Current asthma among adults,Age-adjusted prevalence,10.3
22113,LA,Louisiana,Vermilion,Current asthma among adults,Age-adjusted prevalence,10.4
24023,MD,Maryland,Garrett,Current asthma among adults,Age-adjusted prevalence,11.3
22067,LA,Louisiana,Morehouse,Current asthma among adults,Age-adjusted prevalence,11.6
20183,KS,Kansas,Smith,Current asthma among adults,Age-adjusted prevalence,10.1
20071,KS,Kansas,Greeley,Current asthma among adults,Age-adjusted prevalence,9.6
24021,MD,Maryland,Frederick,Current asthma among adults,Age-adjusted prevalence,9.5
20151,KS,Kansas,Pratt,Current asthma among adults,Age-adjusted prevalence,10.0
25007,MA,Massachusetts,Dukes,Current asthma among adults,Age-adjusted prevalence,11.7
20171,KS,Kansas,Scott,Current asthma among adults,Age-adjusted prevalence,9.6
22015,LA,Louisiana,Bossier,Current asthma among adults,Age-adjusted prevalence,10.1
25001,MA,Massachusetts,Barnstable,Current asthma among adults,Age-adjusted prevalence,11.8
20067,KS,Kansas,Grant,Current asthma among adults,Age-adjusted prevalence,9.0
22063,LA,Louisiana,Livingston,Current asthma among adults,Age-adjusted prevalence,9.9
26015,MI,Michigan,Barry,Current asthma among adults,Age-adjusted prevalence,11.3
20119,KS,Kansas,Meade,Current asthma among adults,Age-adjusted prevalence,10.1
22121,LA,Louisiana,West Baton Rouge,Current asthma among adults,Age-adjusted prevalence,10.4
22001,LA,Louisiana,Acadia,Current asthma among adults,Age-adjusted prevalence,10.8
22077,LA,Louisiana,Pointe Coupee,Current asthma among adults,Age-adjusted prevalence,10.8
22107,LA,Louisiana,Tensas,Current asthma among adults,Age-adjusted prevalence,11.7
26025,MI,Michigan,Calhoun,Current asthma among adults,Age-adjusted prevalence,11.9
26029,MI,Michigan,Charlevoix,Current asthma among adults,Age-adjusted prevalence,11.4
22069,LA,Louisiana,Natchitoches,Current asthma among adults,Age-adjusted prevalence,11.0
26011,MI,Michigan,Arenac,Current asthma among adults,Age-adjusted prevalence,12.0
26019,MI,Michigan,Benzie,Current asthma among adults,Age-adjusted prevalence,11.3
22085,LA,Louisiana,Sabine,Current asthma among adults,Age-adjusted prevalence,10.9
20139,KS,Kansas,Osage,Current asthma among adults,Age-adjusted prevalence,10.3
20069,KS,Kansas,Gray,Current asthma among adults,Age-adjusted prevalence,10.2
20077,KS,Kansas,Harper,Current asthma among adults,Age-adjusted prevalence,10.5
23009,ME,Maine,Hancock,Current asthma among adults,Age-adjusted prevalence,12.3
24005,MD,Maryland,Baltimore,Current asthma among adults,Age-adjusted prevalence,11.1
24017,MD,Maryland,Charles,Current asthma among adults,Age-adjusted prevalence,10.7
22065,LA,Louisiana,Madison,Current asthma among adults,Age-adjusted prevalence,12.2
26003,MI,Michigan,Alger,Current asthma among adults,Age-adjusted prevalence,11.2
20191,KS,Kansas,Sumner,Current asthma among adults,Age-adjusted prevalence,10.2
23017,ME,Maine,Oxford,Current asthma among adults,Age-adjusted prevalence,13.6
26033,MI,Michigan,Chippewa,Current asthma among adults,Age-adjusted prevalence,12.2
20177,KS,Kansas,Shawnee,Current asthma among adults,Age-adjusted prevalence,10.6
24027,MD,Maryland,Howard,Current asthma among adults,Age-adjusted prevalence,9.1
22021,LA,Louisiana,Caldwell,Current asthma among adults,Age-adjusted prevalence,10.6
20169,KS,Kansas,Saline,Current asthma among adults,Age-adjusted prevalence,10.0
25025,MA,Massachusetts,Suffolk,Current asthma among adults,Age-adjusted prevalence,11.4
20117,KS,Kansas,Marshall,Current asthma among adults,Age-adjusted prevalence,10.4
24013,MD,Maryland,Carroll,Current asthma among adults,Age-adjusted prevalence,10.1
25011,MA,Massachusetts,Franklin,Current asthma among adults,Age-adjusted prevalence,12.0
22003,LA,Louisiana,Allen,Current asthma among adults,Age-adjusted prevalence,10.1
24031,MD,Maryland,Montgomery,Current asthma among adults,Age-adjusted prevalence,9.2
24011,MD,Maryland,Caroline,Current asthma among adults,Age-adjusted prevalence,11.8
26013,MI,Michigan,Baraga,Current asthma among adults,Age-adjusted prevalence,12.1
20121,KS,Kansas,Miami,Current asthma among adults,Age-adjusted prevalence,9.9
20135,KS,Kansas,Ness,Current asthma among adults,Age-adjusted prevalence,10.0
24009,MD,Maryland,Calvert,Current asthma among adults,Age-adjusted prevalence,10.5
22117,LA,Louisiana,Washington,Current asthma among adults,Age-adjusted prevalence,10.9
20083,KS,Kansas,Hodgeman,Current asthma among adults,Age-adjusted prevalence,9.7
25021,MA,Massachusetts,Norfolk,Current asthma among adults,Age-adjusted prevalence,10.8
26021,MI,Michigan,Berrien,Current asthma among adults,Age-adjusted prevalence,11.9
20187,KS,Kansas,Stanton,Current asthma among adults,Age-adjusted prevalence,9.8
26017,MI,Michigan,Bay,Current asthma among adults,Age-adjusted prevalence,11.6
22055,LA,Louisiana,Lafayette,Current asthma among adults,Age-adjusted prevalence,9.7
23005,ME,Maine,Cumberland,Current asthma among adults,Age-adjusted prevalence,12.0
20195,KS,Kansas,Trego,Current asthma among adults,Age-adjusted prevalence,9.9
23001,ME,Maine,Androscoggin,Current asthma among adults,Age-adjusted prevalence,13.4
20075,KS,Kansas,Hamilton,Current asthma among adults,Age-adjusted prevalence,9.2
20079,KS,Kansas,Harvey,Current asthma among adults,Age-adjusted prevalence,10.1
22081,LA,Louisiana,Red River,Current asthma among adults,Age-adjusted prevalence,11.2
22051,LA,Louisiana,Jefferson,Current asthma among adults,Age-adjusted prevalence,9.8
20065,KS,Kansas,Graham,Current asthma among adults,Age-adjusted prevalence,10.3
22123,LA,Louisiana,West Carroll,Current asthma among adults,Age-adjusted prevalence,10.6
22103,LA,Louisiana,St. Tammany,Current asthma among adults,Age-adjusted prevalence,9.6
20173,KS,Kansas,Sedgwick,Current asthma among adults,Age-adjusted prevalence,10.0
20181,KS,Kansas,Sherman,Current asthma among adults,Age-adjusted prevalence,10.1
23027,ME,Maine,Waldo,Current asthma among adults,Age-adjusted prevalence,13.5
25013,MA,Massachusetts,Hampden,Current asthma among adults,Age-adjusted prevalence,12.8
22007,LA,Louisiana,Assumption,Current asthma among adults,Age-adjusted prevalence,10.8
20131,KS,Kansas,Nemaha,Current asthma among adults,Age-adjusted prevalence,10.1
27105,MN,Minnesota,Nobles,Current asthma among adults,Age-adjusted prevalence,9.6
26045,MI,Michigan,Eaton,Current asthma among adults,Age-adjusted prevalence,11.5
27107,MN,Minnesota,Norman,Current asthma among adults,Age-adjusted prevalence,10.3
27027,MN,Minnesota,Clay,Current asthma among adults,Age-adjusted prevalence,10.4
27041,MN,Minnesota,Douglas,Current asthma among adults,Age-adjusted prevalence,10.2
28031,MS,Mississippi,Covington,Current asthma among adults,Age-adjusted prevalence,10.2
